Local Currency,$PPP,US$,Country_Hide,Product or Service,Area,Country,Consumption Segment,Level,"Sector, Category or Product"
141.267190251,83.114774597,50.003872484,Peru,"Coffee, Tea and Cocoa",Rural,Peru,Low,National,"Coffee, Tea and Cocoa"
189.96294574,60.267432024,27.071817834,Bolivia,"Coffee, Tea and Cocoa",Rural,Bolivia,Low,National,"Coffee, Tea and Cocoa"
225.573721457,41.366902890,27.993760419,Guatemala,"Coffee, Tea and Cocoa",Rural,Guatemala,Low,National,"Coffee, Tea and Cocoa"
867.720537435,96.941183939,68.670507869,Mexico,"Coffee, Tea and Cocoa",Rural,Mexico,Low,National,"Coffee, Tea and Cocoa"
153.714779607,12.786123740,8.135209294,Honduras,"Coffee, Tea and Cocoa",Rural,Honduras,Low,National,"Coffee, Tea and Cocoa"
2.406448134,0.231714558,0.112680162,Nicaragua,"Coffee, Tea and Cocoa",Rural,Nicaragua,Low,National,"Coffee, Tea and Cocoa"
991.878820711,14.293231799,11.375278920,Jamaica,"Coffee, Tea and Cocoa",Rural,Jamaica,Low,National,"Coffee, Tea and Cocoa"
347083.413408775,259.059038136,182.813071632,Colombia,"Coffee, Tea and Cocoa",Rural,Colombia,Low,National,"Coffee, Tea and Cocoa"
9.25e-07,1.559865093e-06,1.302816901e-06,Jordan,"Coffee, Tea and Cocoa",Rural,Jordan,Low,National,"Coffee, Tea and Cocoa"
8.33e-07,8.517382413e-07,7.119658120e-07,Iraq,"Coffee, Tea and Cocoa",Rural,Iraq,Low,National,"Coffee, Tea and Cocoa"
1e-06,3.188775510e-07,1.778726432e-07,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",Rural,"Egypt, Arab Rep.",Low,National,"Coffee, Tea and Cocoa"
9.9e-07,1.799345692e-07,1.176191042e-07,Morocco,"Coffee, Tea and Cocoa",Rural,Morocco,Low,National,"Coffee, Tea and Cocoa"
1.77e-07,1.426246152e-09,9.959430793e-10,Djibouti,"Coffee, Tea and Cocoa",Rural,Djibouti,Low,National,"Coffee, Tea and Cocoa"
9.08e-07,6.676274227e-09,4.134978824e-09,"Yemen, Rep.","Coffee, Tea and Cocoa",Rural,"Yemen, Rep.",Low,National,"Coffee, Tea and Cocoa"
1.820223006e-08,3.069516031e-08,2.563694375e-08,Jordan,"Coffee, Tea and Cocoa",Rural,Jordan,Low,National,"Coffee, Tea and Cocoa"
1.102108700e-08,1.126900511e-08,9.419732481e-09,Iraq,"Coffee, Tea and Cocoa",Rural,Iraq,Low,National,"Coffee, Tea and Cocoa"
9.382625225e-09,2.991908554e-09,1.668912349e-09,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",Rural,"Egypt, Arab Rep.",Low,National,"Coffee, Tea and Cocoa"
2.557374469e-08,4.648081551e-09,3.038344386e-09,Morocco,"Coffee, Tea and Cocoa",Rural,Morocco,Low,National,"Coffee, Tea and Cocoa"
1.429899653e-09,1.152197107e-11,8.045755163e-12,Djibouti,"Coffee, Tea and Cocoa",Rural,Djibouti,Low,National,"Coffee, Tea and Cocoa"
1.237583581e-08,9.099611638e-11,5.635883151e-11,"Yemen, Rep.","Coffee, Tea and Cocoa",Rural,"Yemen, Rep.",Low,National,"Coffee, Tea and Cocoa"
16.653771912,28.083932398,23.456016777,Jordan,"Coffee, Tea and Cocoa",Rural,Jordan,Low,National,"Coffee, Tea and Cocoa"
126.815314367,129.668010600,108.389157579,Iraq,"Coffee, Tea and Cocoa",Rural,Iraq,Low,National,"Coffee, Tea and Cocoa"
551.332573601,175.807580868,98.066982142,"Egypt, Arab Rep.","Coffee, Tea and Cocoa",Rural,"Egypt, Arab Rep.",Low,National,"Coffee, Tea and Cocoa"
1659.44648043,301.607866309,197.154149986,Morocco,"Coffee, Tea and Cocoa",Rural,Morocco,Low,National,"Coffee, Tea and Cocoa"
12.627432034,0.101750431,0.071051997,Djibouti,"Coffee, Tea and Cocoa",Rural,Djibouti,Low,National,"Coffee, Tea and Cocoa"
25950.28428537,190.805301942,118.176074891,"Yemen, Rep.","Coffee, Tea and Cocoa",Rural,"Yemen, Rep.",Low,National,"Coffee, Tea and Cocoa"
7.82e-07,1.033025099e-06,5.464709993e-07,Ghana,"Coffee, Tea and Cocoa",Rural,Ghana,Middle,National,"Coffee, Tea and Cocoa"
5.22e-07,1.208053691e-07,7.130173474e-08,Lesotho,"Coffee, Tea and Cocoa",Rural,Lesotho,Middle,National,"Coffee, Tea and Cocoa"
9.47e-07,1.485024306e-07,1.293539134e-07,Namibia,"Coffee, Tea and Cocoa",Rural,Namibia,Middle,National,"Coffee, Tea and Cocoa"
4.62e-07,9.612983770e-08,6.310613304e-08,Swaziland,"Coffee, Tea and Cocoa",Rural,Swaziland,Middle,National,"Coffee, Tea and Cocoa"
0,0,0,South Africa,"Coffee, Tea and Cocoa",Rural,South Africa,Middle,National,"Coffee, Tea and Cocoa"
1e-06,1.819836215e-07,6.939625260e-08,Ethiopia,"Coffee, Tea and Cocoa",Rural,Ethiopia,Middle,National,"Coffee, Tea and Cocoa"
1e-06,8.749671887e-08,3.569898615e-08,"Gambia, The","Coffee, Tea and Cocoa",Rural,"Gambia, The",Middle,National,"Coffee, Tea and Cocoa"
1e-06,4.590314437e-08,3.248440748e-08,Mauritius,"Coffee, Tea and Cocoa",Rural,Mauritius,Middle,National,"Coffee, Tea and Cocoa"
5.3e-08,3.237036585e-09,1.560659600e-09,Mozambique,"Coffee, Tea and Cocoa",Rural,Mozambique,Middle,National,"Coffee, Tea and Cocoa"
35.157702838,46.443464779,24.568625324,Ghana,"Coffee, Tea and Cocoa",Rural,Ghana,All,National,"Coffee, Tea and Cocoa"
19.584630366,4.532430078,2.675130497,Lesotho,"Coffee, Tea and Cocoa",Rural,Lesotho,All,National,"Coffee, Tea and Cocoa"
12.809886377,2.008763741,1.749745441,Namibia,"Coffee, Tea and Cocoa",Rural,Namibia,All,National,"Coffee, Tea and Cocoa"
6.059406033,1.260800257,0.827674639,Swaziland,"Coffee, Tea and Cocoa",Rural,Swaziland,All,National,"Coffee, Tea and Cocoa"
702.081048863,122.805850772,95.899610554,South Africa,"Coffee, Tea and Cocoa",Rural,South Africa,All,National,"Coffee, Tea and Cocoa"
20186.515705402,3673.615233012,1400.868543054,Ethiopia,"Coffee, Tea and Cocoa",Rural,Ethiopia,All,National,"Coffee, Tea and Cocoa"
78.642196397,6.880934150,2.807446680,"Gambia, The","Coffee, Tea and Cocoa",Rural,"Gambia, The",All,National,"Coffee, Tea and Cocoa"
245.375926818,11.263526593,7.970891594,Mauritius,"Coffee, Tea and Cocoa",Rural,Mauritius,All,National,"Coffee, Tea and Cocoa"
16.341876518,0.998099097,0.481209556,Mozambique,"Coffee, Tea and Cocoa",Rural,Mozambique,All,National,"Coffee, Tea and Cocoa"
99.414794459,2.349009840,1.392305568,Liberia,"Coffee, Tea and Cocoa",Rural,Liberia,All,National,"Coffee, Tea and Cocoa"
12595.557565351,238.932346258,158.968580836,Kenya,"Coffee, Tea and Cocoa",Rural,Kenya,All,National,"Coffee, Tea and Cocoa"
430.258897201,5.074585694,5.167716369,Cabo Verde,"Coffee, Tea and Cocoa",Rural,Cabo Verde,All,National,"Coffee, Tea and Cocoa"
17418.090870704,153.308747532,115.890350992,Nigeria,"Coffee, Tea and Cocoa",Rural,Nigeria,All,National,"Coffee, Tea and Cocoa"
2459.620520449,30.972907375,16.344405300,Malawi,"Coffee, Tea and Cocoa",Rural,Malawi,All,National,"Coffee, Tea and Cocoa"
13595.974519962,90.902842357,49.279703509,Mauritania,"Coffee, Tea and Cocoa",Rural,Mauritania,All,National,"Coffee, Tea and Cocoa"
0,0,0,Benin,"Coffee, Tea and Cocoa",Rural,Benin,All,National,"Coffee, Tea and Cocoa"
16894.569726769,67.641591437,34.111355316,Burkina Faso,"Coffee, Tea and Cocoa",Rural,Burkina Faso,All,National,"Coffee, Tea and Cocoa"
14400.195887874,43.286337899,29.075034552,Cote d'Ivoire,"Coffee, Tea and Cocoa",Rural,Cote d'Ivoire,All,National,"Coffee, Tea and Cocoa"
3554.378026160,11.555758656,7.176545703,Cameroon,"Coffee, Tea and Cocoa",Rural,Cameroon,All,National,"Coffee, Tea and Cocoa"
2738.219267467,6.272248935,5.528662279,"Congo, Rep.","Coffee, Tea and Cocoa",Rural,"Congo, Rep.",All,National,"Coffee, Tea and Cocoa"
573.51902095,1.280699529,1.157976286,Gabon,"Coffee, Tea and Cocoa",Rural,Gabon,All,National,"Coffee, Tea and Cocoa"
34642.166202339,114.943614135,69.945033188,Mali,"Coffee, Tea and Cocoa",Rural,Mali,All,National,"Coffee, Tea and Cocoa"
8019.010154888,28.591839106,16.190960119,Niger,"Coffee, Tea and Cocoa",Rural,Niger,All,National,"Coffee, Tea and Cocoa"
333.535556021,1.132944819,0.673432354,Togo,"Coffee, Tea and Cocoa",Rural,Togo,All,National,"Coffee, Tea and Cocoa"
38280.430591407,125.119795108,77.290948078,Senegal,"Coffee, Tea and Cocoa",Rural,Senegal,All,National,"Coffee, Tea and Cocoa"
47950.402911041,139.956680783,96.815319066,Chad,"Coffee, Tea and Cocoa",Rural,Chad,All,National,"Coffee, Tea and Cocoa"
318.01657588,0.968778293,0.545360522,Rwanda,"Coffee, Tea and Cocoa",Rural,Rwanda,All,National,"Coffee, Tea and Cocoa"
57894.263823695,79.874759177,63.907090221,"Congo, Dem. Rep.","Coffee, Tea and Cocoa",Rural,"Congo, Dem. Rep.",All,National,"Coffee, Tea and Cocoa"
0,0,0,Burundi,"Coffee, Tea and Cocoa",Rural,Burundi,All,National,"Coffee, Tea and Cocoa"
60446.672683888,92.796012060,42.892126349,Tanzania,"Coffee, Tea and Cocoa",Rural,Tanzania,All,National,"Coffee, Tea and Cocoa"
75722.038570046,70.368279155,36.231507247,Madagascar,"Coffee, Tea and Cocoa",Rural,Madagascar,All,National,"Coffee, Tea and Cocoa"
39984.018025876,39.978381074,18.361861326,Uganda,"Coffee, Tea and Cocoa",Rural,Uganda,All,National,"Coffee, Tea and Cocoa"
26881.513450021,12.003023176,6.757396178,Sierra Leone,"Coffee, Tea and Cocoa",Rural,Sierra Leone,All,National,"Coffee, Tea and Cocoa"
28793.604547772,6.805875661,6.002247705,Zambia,"Coffee, Tea and Cocoa",Rural,Zambia,All,National,"Coffee, Tea and Cocoa"
1730.20473301,0.551473562,0.302162640,Guinea,"Coffee, Tea and Cocoa",Rural,Guinea,All,National,"Coffee, Tea and Cocoa"
8197.939859209,0.553423251,0.443165389,Sao Tome and Principe,"Coffee, Tea and Cocoa",Rural,Sao Tome and Principe,All,National,"Coffee, Tea and Cocoa"
9.36e-07,1.586440678e-06,9.36e-07,Timor Leste,"Coffee, Tea and Cocoa",Rural,Timor Leste,All,National,"Coffee, Tea and Cocoa"
4.75e-07,2.705011390e-07,2.476538060e-07,Fiji,"Coffee, Tea and Cocoa",Rural,Fiji,All,National,"Coffee, Tea and Cocoa"
2.44e-07,1.244897959e-07,8.973887459e-08,Papua New Guinea,"Coffee, Tea and Cocoa",Rural,Papua New Guinea,All,National,"Coffee, Tea and Cocoa"
1e-06,2.366863905e-07,1.477104874e-07,China,"Coffee, Tea and Cocoa",Rural,China,All,National,"Coffee, Tea and Cocoa"
7.13e-07,3.945111492e-08,2.250205138e-08,Thailand,"Coffee, Tea and Cocoa",Rural,Thailand,All,National,"Coffee, Tea and Cocoa"
9.850040224e-07,3.578498559e-08,2.183576500e-08,Philippines,"Coffee, Tea and Cocoa",Rural,Philippines,All,National,"Coffee, Tea and Cocoa"
9.93e-07,1.264807031e-09,7.317267277e-10,Mongolia,"Coffee, Tea and Cocoa",Rural,Mongolia,All,National,"Coffee, Tea and Cocoa"
2.75e-07,1.288090595e-10,6.571217541e-11,Cambodia,"Coffee, Tea and Cocoa",Rural,Cambodia,All,National,"Coffee, Tea and Cocoa"
1.81e-07,4.240294937e-11,2.191609646e-11,Lao PDR,"Coffee, Tea and Cocoa",Rural,Lao PDR,All,National,"Coffee, Tea and Cocoa"
8.72e-07,1.594987058e-10,9.592502359e-11,Indonesia,"Coffee, Tea and Cocoa",Rural,Indonesia,All,National,"Coffee, Tea and Cocoa"
8.98e-07,1.014985389e-10,4.824606482e-11,Vietnam,"Coffee, Tea and Cocoa",Rural,Vietnam,All,National,"Coffee, Tea and Cocoa"
2.152691054e-08,3.648628905e-08,2.152691054e-08,Timor Leste,"Coffee, Tea and Cocoa",Rural,Timor Leste,All,National,"Coffee, Tea and Cocoa"
5.884588542e-09,3.351132427e-09,3.068085789e-09,Fiji,"Coffee, Tea and Cocoa",Rural,Fiji,All,National,"Coffee, Tea and Cocoa"
8.586728298e-09,4.380983825e-09,3.158046450e-09,Papua New Guinea,"Coffee, Tea and Cocoa",Rural,Papua New Guinea,All,National,"Coffee, Tea and Cocoa"
7.000559335e-09,1.656937121e-09,1.034056032e-09,China,"Coffee, Tea and Cocoa",Rural,China,All,National,"Coffee, Tea and Cocoa"
8.71e-07,1.593157945e-10,9.581501783e-11,Indonesia,"Coffee, Tea and Cocoa",Urban,Indonesia,Low,National,"Coffee, Tea and Cocoa"
8.85e-07,1.000291837e-10,4.754762513e-11,Vietnam,"Coffee, Tea and Cocoa",Urban,Vietnam,Low,National,"Coffee, Tea and Cocoa"
8.145083775e-09,1.380522674e-08,8.145083775e-09,Timor Leste,"Coffee, Tea and Cocoa",Urban,Timor Leste,Low,National,"Coffee, Tea and Cocoa"
4.467384202e-09,2.544068452e-09,2.329188844e-09,Fiji,"Coffee, Tea and Cocoa",Urban,Fiji,Low,National,"Coffee, Tea and Cocoa"
5.952124265e-09,3.036798094e-09,2.189085791e-09,Papua New Guinea,"Coffee, Tea and Cocoa",Urban,Papua New Guinea,Low,National,"Coffee, Tea and Cocoa"
5.990726844e-09,1.417923513e-09,8.848931822e-10,China,"Coffee, Tea and Cocoa",Urban,China,Low,National,"Coffee, Tea and Cocoa"
7.750312631e-10,4.288337648e-11,2.445973815e-11,Thailand,"Coffee, Tea and Cocoa",Urban,Thailand,Low,National,"Coffee, Tea and Cocoa"
9.462595438e-09,3.437740696e-10,2.097686970e-10,Philippines,"Coffee, Tea and Cocoa",Urban,Philippines,Low,National,"Coffee, Tea and Cocoa"
6.211441095e-09,7.911655961e-12,4.577117288e-12,Mongolia,"Coffee, Tea and Cocoa",Urban,Mongolia,Low,National,"Coffee, Tea and Cocoa"
9.135850548e-09,4.279201153e-12,2.183042232e-12,Cambodia,"Coffee, Tea and Cocoa",Urban,Cambodia,Low,National,"Coffee, Tea and Cocoa"
5.575415535e-09,1.306155042e-12,6.750903021e-13,Lao PDR,"Coffee, Tea and Cocoa",Urban,Lao PDR,Low,National,"Coffee, Tea and Cocoa"
5.276619060e-09,9.651535677e-13,5.804584952e-13,Indonesia,"Coffee, Tea and Cocoa",Urban,Indonesia,Low,National,"Coffee, Tea and Cocoa"
5.887813229e-09,6.654837862e-13,3.163294194e-13,Vietnam,"Coffee, Tea and Cocoa",Urban,Vietnam,Low,National,"Coffee, Tea and Cocoa"
1.22102787,2.069538763,1.22102787,Timor Leste,"Coffee, Tea and Cocoa",Urban,Timor Leste,Low,National,"Coffee, Tea and Cocoa"
3.840420541,2.187027643,2.002304766,Fiji,"Coffee, Tea and Cocoa",Urban,Fiji,Low,National,"Coffee, Tea and Cocoa"
6.530891241,3.332087368,2.401946025,Papua New Guinea,"Coffee, Tea and Cocoa",Urban,Papua New Guinea,Low,National,"Coffee, Tea and Cocoa"
21202.514502995,5018.346627928,3131.833752289,China,"Coffee, Tea and Cocoa",Urban,China,Low,National,"Coffee, Tea and Cocoa"
335.242605349,18.549361221,10.580149130,Thailand,"Coffee, Tea and Cocoa",Urban,Thailand,Low,National,"Coffee, Tea and Cocoa"
11136.837362293,404.598920878,246.883624810,Philippines,"Coffee, Tea and Cocoa",Urban,Philippines,Low,National,"Coffee, Tea and Cocoa"
8161.465563733,10.395447158,6.014060917,Mongolia,"Coffee, Tea and Cocoa",Urban,Mongolia,Low,National,"Coffee, Tea and Cocoa"
54505.560231494,25.530218011,13.024287036,Cambodia,"Coffee, Tea and Cocoa",Urban,Cambodia,Low,National,"Coffee, Tea and Cocoa"
46556.516752427,10.906815595,5.637221614,Lao PDR,"Coffee, Tea and Cocoa",Urban,Lao PDR,Low,National,"Coffee, Tea and Cocoa"
2333482.67398021,426.820489142,256.696537335,Indonesia,"Coffee, Tea and Cocoa",Urban,Indonesia,Low,National,"Coffee, Tea and Cocoa"
1550716.53188831,175.273343238,83.313998117,Vietnam,"Coffee, Tea and Cocoa",Urban,Vietnam,Low,National,"Coffee, Tea and Cocoa"
6.91e-07,1.653110048e-06,1.303773585e-06,Latvia,"Coffee, Tea and Cocoa",Urban,Latvia,Low,National,"Coffee, Tea and Cocoa"
8.8e-07,1.818181818e-06,1.165562914e-06,Montenegro,"Coffee, Tea and Cocoa",Urban,Montenegro,Low,National,"Coffee, Tea and Cocoa"
9.74e-07,1.883945841e-06,1.212951432e-06,Azerbaijan,"Coffee, Tea and Cocoa",Urban,Azerbaijan,Low,National,"Coffee, Tea and Cocoa"
8.16e-07,1.006165228e-06,5.524712255e-07,Bulgaria,"Coffee, Tea and Cocoa",Urban,Bulgaria,Low,National,"Coffee, Tea and Cocoa"
8.42e-07,9.345172031e-07,5.700744753e-07,Bosnia and Herzegovina,"Coffee, Tea and Cocoa",Urban,Bosnia and Herzegovina,Low,National,"Coffee, Tea and Cocoa"
7.65e-07,6.583476764e-07,5.089820359e-07,Turkey,"Coffee, Tea and Cocoa",Urban,Turkey,Low,National,"Coffee, Tea and Cocoa"
1e-06,5.452562704e-07,3.837298542e-07,Lithuania,"Coffee, Tea and Cocoa",Urban,Lithuania,Low,National,"Coffee, Tea and Cocoa"
8.99e-07,4.448292924e-07,2.828823159e-07,Romania,"Coffee, Tea and Cocoa",Urban,Romania,Low,National,"Coffee, Tea and Cocoa"
